nom_streamer;plateforme;pays;categorie_contenu;style_stream;moyenne_viewers;pic_viewers;abonnements_mensuels;dons_mensuels_eur;duree_watch_moyenne_min;duree_stream_moyenne_h;frequence_stream_mois;langue;date_creation_compte;date_dernier_stream;revenu_mensuel_eur;partenaire_officiel
VividPulseX45;TikTok;Royaume-Uni;Creation;Communautaire;474;1321;220;164.1;43.2;2.39;6;Anglais;2013-09-06;2025-01-04;714.1;Non
VividZephyrX;TikTok;Allemagne;Just Chatting;Esport;118;214;35;49.08;43.3;6.78;25;Allemand;2023-08-21;2025-05-02;136.58;Oui
SilentShardYT85;Twitch;Royaume-Uni;MMO;Competitif;1485;2496;1133;3281.85;110.1;3.85;8;Anglais;2018-01-16;2025-05-09;6114.35;Oui
SolarPixelLive;YouTube;Belgique;Horreur;Communautaire;1039;2263;206;224.77;73.7;2.83;24;Français;2017-11-23;2025-09-01;739.77;Non
RapidPulseX55;TikTok;Suisse;IRL;Chill;508;806;138;286.65;49.4;2.78;26;Italien;2013-06-22;2025-07-11;631.65;Non
BlazingFoxLive;TikTok;Suisse;Creation;Educatif;891;2963;451;1138.84;83.7;2.56;14;Allemand;2015-12-04;2025-05-03;2266.34;Non
AtomicHarbor;YouTube;Canada;Sport;Chill;149;491;87;69.98;32.5;6.48;9;Anglais;2020-09-30;2025-04-15;287.48;Oui
SilverBladeHQ;YouTube;Espagne;IRL;Communautaire;143;230;72;195.54;63.9;2.95;22;Espagnol;2022-07-01;2025-08-10;375.54;Non
CrimsonMatrixFR;YouTube;Canada;Creation;Educatif;690;1155;278;503.22;72.2;4.57;22;Anglais;2012-06-11;2025-06-04;1198.22;Oui
NeoGlyphTV;TikTok;Belgique;FPS;Chill;468;1421;81;20.85;74.3;6.76;22;Néerlandais;2018-12-03;2025-02-02;223.35;Oui
IronBladeTV;TikTok;Canada;Tech;Chill;369;1086;153;231.23;77.4;7.69;16;Français;2019-09-23;2025-02-19;613.73;Oui
UrbanCaster_TV42;Twitch;États-Unis;Musique;Communautaire;848;2083;302;623.02;80.2;7.07;15;Anglais;2012-08-02;2025-01-22;1378.02;Non
PrimeGuardianX;YouTube;Brésil;Creation;Chill;344;934;263;415.73;67.5;2.15;16;Portugais;2012-12-18;2025-09-17;1073.23;Non
NovaWhisperTV;YouTube;France;Just Chatting;Competitif;5296;14756;2491;3204.23;82.8;4.01;7;Français;2018-05-05;2025-09-03;9431.73;Oui
ShadowGunnerX;TikTok;Allemagne;Sport;Competitif;149;473;16;8.14;110.1;6.97;22;Allemand;2017-01-11;2025-03-24;48.14;Oui
AtomicStormLive97;Twitch;Suisse;Tech;Humoristique;153;496;73;71.09;77.0;3.53;8;Français;2013-03-22;2025-03-31;253.59;Oui
VegaQuasarFR;Twitch;Suisse;Tech;Humoristique;495;801;324;457.55;73.2;4.86;5;Italien;2015-02-15;2025-04-12;1267.55;Non
SolarStorm_;YouTube;Belgique;Sport;Educatif;3972;12350;654;882.52;107.4;4.62;19;Français;2023-05-25;2025-09-29;2517.52;Oui
PhantomKnightHQ85;Twitch;Brésil;IRL;Humoristique;222;407;130;0.0;119.6;7.12;13;Portugais;2019-08-31;2025-05-24;325.0;Oui
SilverGunnerHQ;TikTok;Royaume-Uni;Creation;Competitif;82;255;31;94.59;57.4;7.46;27;Anglais;2019-10-05;2025-12-07;172.09;Non
ShadowBeacon_Live;TikTok;Suisse;Tech;Competitif;517;1243;67;20.29;55.8;4.52;14;Allemand;2018-02-08;2025-01-09;187.79;Oui
TurboOrbitHQ81;YouTube;Royaume-Uni;IRL;Communautaire;2540;8384;700;389.93;34.0;5.99;27;Anglais;2020-01-30;2025-12-06;2139.93;Non
BlazingVortex_TV32;TikTok;Canada;Sport;Communautaire;2049;4041;1233;3420.42;30.3;7.24;9;Français;2012-09-30;2025-11-02;6502.92;Non
UrbanBladeLive;Twitch;Allemagne;Tech;Competitif;141;384;13;21.23;116.9;5.93;13;Allemand;2013-07-04;2025-04-01;53.73;Oui
UrbanPulseHQ14;YouTube;Brésil;MMO;Humoristique;583;1687;275;819.0;64.3;7.16;16;Portugais;2013-04-30;2025-03-22;1506.5;Oui
DriftPixel_TV;TikTok;Espagne;Horreur;Esport;59;89;33;13.31;77.8;4.25;22;Espagnol;2015-06-07;2025-08-19;95.81;Non
HyperCircuitX;YouTube;Brésil;Sport;Chill;1034;1686;315;216.1;107.3;7.73;28;Portugais;2016-03-27;2025-12-16;1003.6;Non
NovaWhisperYT;TikTok;Canada;FPS;Chill;206;670;22;33.89;83.5;3.53;8;Français;2017-12-13;2025-01-21;88.89;Non
MysticGunnerFR;Twitch;Allemagne;Horreur;Chill;172;460;95;203.31;75.6;3.35;5;Allemand;2021-06-12;2025-11-20;440.81;Oui
FrozenStormYT;Twitch;Belgique;Horreur;Competitif;2583;4391;1222;2469.27;32.8;6.35;28;Français;2021-08-26;2025-04-14;5524.27;Oui
AeroQuasar_Live;TikTok;Allemagne;Sport;Competitif;1882;3181;516;6.06;62.3;5.9;12;Allemand;2023-02-01;2025-06-17;1296.06;Oui
SolarFox_;Twitch;Canada;Just Chatting;Chill;502;1573;57;225.37;114.2;5.28;8;Français;2013-01-20;2025-01-17;367.87;Oui
TurboHarbor_;TikTok;Belgique;MMO;Competitif;2000;4251;1665;2601.47;47.8;7.03;15;Néerlandais;2012-11-09;2025-11-24;6763.97;Oui
SilentGlyphFR66;Twitch;Royaume-Uni;Creation;Educatif;739;1381;227;540.92;80.5;7.72;13;Anglais;2022-12-13;2025-12-27;1108.42;Non
MysticHorizon;TikTok;France;Musique;Educatif;105;340;0;0.0;112.4;4.08;25;Français;2016-01-24;2025-02-26;0.0;Non
ShadowQuasarTV;Twitch;Brésil;Tech;Esport;81;216;56;185.68;108.4;6.25;14;Portugais;2018-05-27;2025-09-09;325.68;Non
BlazingGlyphYT;YouTube;Italie;Tech;Communautaire;86;240;56;137.28;113.7;4.91;24;Italien;2015-05-19;2025-01-03;277.28;Non
VelvetHarbor_;TikTok;Allemagne;FPS;Humoristique;71;158;22;20.24;37.2;7.85;16;Allemand;2016-03-26;2025-04-29;75.24;Oui
BlazingGlyphTV28;YouTube;Italie;MMO;Communautaire;918;1908;141;197.56;52.5;3.63;8;Italien;2020-09-22;2025-09-22;550.06;Non
RetroWardenHQ;Twitch;Espagne;FPS;Competitif;189;394;93;119.34;49.8;6.04;11;Espagnol;2012-06-21;2025-04-27;351.84;Oui
NovaWardenFR;Twitch;Italie;IRL;Chill;223;357;79;279.35;39.6;6.12;5;Italien;2018-09-20;2025-01-07;476.85;Non
DarkGuardianFR;Twitch;Belgique;Cuisine;Competitif;255;558;48;100.0;117.7;4.81;18;Néerlandais;2023-05-07;2025-06-06;220.0;Non
MysticBeacon_;TikTok;Allemagne;Sport;Humoristique;344;677;40;149.26;35.3;3.28;13;Allemand;2023-07-19;2025-03-17;249.26;Oui
PhantomGuardianHQ12;YouTube;Belgique;Tech;Educatif;273;712;88;146.07;77.5;5.2;8;Néerlandais;2013-11-29;2025-10-25;366.07;Non
AeroQuasarTV;Twitch;Canada;Horreur;Chill;2705;7758;173;307.25;78.2;6.64;20;Français;2020-07-16;2025-04-25;739.75;Non
FrozenDrake_Live;YouTube;Suisse;MMO;Educatif;4007;8761;1705;451.26;42.8;3.83;21;Allemand;2013-03-06;2025-04-18;4713.76;Oui
VividBladeTV;YouTube;France;Just Chatting;Communautaire;204;387;90;254.77;50.1;2.93;9;Français;2017-05-12;2025-03-13;479.77;Non
GoldenWardenFR49;YouTube;Royaume-Uni;Sport;Communautaire;277;951;156;10.08;56.3;2.96;16;Anglais;2017-11-18;2025-07-07;400.08;Oui
SolarVortex;TikTok;Belgique;MMO;Humoristique;82;150;24;70.51;94.9;3.49;5;Français;2018-04-07;2025-10-02;130.51;Oui
SilentRunner_TV;Twitch;Royaume-Uni;MMO;Esport;435;1363;199;353.84;97.2;6.72;13;Anglais;2022-08-16;2025-04-26;851.34;Non
SilentKnightLive;TikTok;Italie;Just Chatting;Esport;1366;3785;379;829.36;105.3;7.42;6;Italien;2023-02-26;2025-02-16;1776.86;Oui
SilverRunnerHQ;YouTube;Canada;IRL;Esport;161;473;128;89.55;104.4;2.87;6;Français;2021-03-05;2025-02-18;409.55;Oui
AtomicPixel_TV4;Twitch;Allemagne;FPS;Competitif;152;293;77;121.64;53.5;3.13;28;Allemand;2019-03-23;2025-06-27;314.14;Non
NeoWarden;Twitch;États-Unis;Horreur;Educatif;577;1085;257;105.27;86.7;2.72;13;Anglais;2014-06-26;2025-10-13;747.77;Oui
LunarKnight_Live;TikTok;Suisse;Creation;Educatif;2379;7123;1376;3933.92;112.4;5.39;9;Allemand;2020-02-02;2025-03-11;7373.92;Non
NeoBladeX;TikTok;Canada;Horreur;Humoristique;225;653;108;183.32;87.5;2.64;5;Français;2022-02-24;2025-05-21;453.32;Non
FrozenGlyph_Live78;Twitch;États-Unis;FPS;Educatif;1395;3240;881;1491.58;107.1;5.49;24;Anglais;2016-04-08;2025-04-27;3694.08;Non
GoldenVortexTV93;YouTube;Suisse;Horreur;Chill;75;237;56;115.14;101.8;4.49;11;Français;2014-03-14;2025-05-30;255.14;Non
SilentWardenHQ;TikTok;États-Unis;MMO;Competitif;206;409;99;0.0;74.9;5.89;6;Anglais;2017-10-08;2025-03-29;247.5;Non
NeoDrakeLive;YouTube;États-Unis;Horreur;Humoristique;1288;2490;136;173.97;51.6;2.3;17;Anglais;2017-12-04;2025-12-16;513.97;Non
PrimeBladeYT;Twitch;Belgique;Cuisine;Chill;527;1426;320;514.09;65.6;4.94;15;Néerlandais;2017-07-17;2025-06-02;1314.09;Oui
MysticForge;Twitch;Italie;Tech;Esport;811;1487;319;468.23;105.0;5.55;13;Italien;2016-07-25;2025-05-17;1265.73;Non
AtomicFableFR;YouTube;Suisse;Creation;Esport;443;912;160;0.0;102.5;5.6;11;Italien;2020-09-26;2025-03-25;400.0;Oui
HyperQuasar_Live87;Twitch;Brésil;Horreur;Chill;173;516;77;96.32;56.2;6.23;18;Portugais;2015-07-18;2025-07-29;288.82;Non
SableSageTV;YouTube;Brésil;Horreur;Competitif;339;550;113;71.91;48.8;2.39;7;Portugais;2015-03-12;2025-03-03;354.41;Non
RogueHorizon_;YouTube;Belgique;Just Chatting;Humoristique;234;654;79;118.91;112.3;7.93;23;Français;2022-09-30;2025-04-02;316.41;Oui
EchoCircuitTV;TikTok;Brésil;Creation;Educatif;621;1885;225;105.83;60.7;7.35;19;Portugais;2014-04-09;2025-12-23;668.33;Non
SilentGlyph_Live;Twitch;Italie;Cuisine;Esport;86;152;79;29.24;65.9;6.75;13;Italien;2020-12-28;2025-04-24;226.74;Oui
RuneZephyrYT62;Twitch;Suisse;MMO;Communautaire;228;359;114;212.14;71.9;5.18;10;Allemand;2022-08-18;2025-09-14;497.14;Non
VelvetQuasarHQ;Twitch;Italie;Musique;Chill;715;2151;222;385.96;89.8;4.19;18;Italien;2023-04-18;2025-08-21;940.96;Oui
UrbanFoxLive;TikTok;Allemagne;Horreur;Competitif;431;1285;145;253.08;42.8;5.86;23;Allemand;2014-08-17;2025-01-25;615.58;Non
UrbanMatrixFR;Twitch;Espagne;Just Chatting;Educatif;1288;4108;509;755.59;101.7;5.82;19;Espagnol;2019-09-12;2025-01-02;2028.09;Oui
MysticSpecter_TV;TikTok;Italie;Musique;Communautaire;1306;3579;773;2383.88;70.4;6.06;19;Italien;2020-12-09;2025-11-30;4316.38;Oui
TurboFox_Live;TikTok;Italie;FPS;Communautaire;58;132;33;69.35;67.0;2.93;28;Italien;2014-12-23;2025-10-19;151.85;Non
RetroBeacon_5;TikTok;Allemagne;Horreur;Educatif;152;392;68;173.48;109.4;3.39;18;Allemand;2020-05-31;2025-07-17;343.48;Oui
MysticPulseYT;Twitch;Allemagne;Sport;Humoristique;162;522;79;187.34;41.5;3.43;5;Allemand;2017-10-04;2025-01-05;384.84;Non
FrozenStormX;TikTok;France;IRL;Chill;124;214;46;82.84;47.6;5.06;21;Français;2019-02-12;2025-03-18;197.84;Oui
RogueGuardian_Live;Twitch;Allemagne;Horreur;Esport;168;253;37;50.5;118.7;5.85;24;Allemand;2023-04-09;2025-10-02;143.0;Non
SilentPulse_TV;Twitch;Brésil;Cuisine;Humoristique;974;1701;514;328.23;76.5;4.24;27;Portugais;2015-11-02;2025-10-10;1613.23;Oui
FrozenWarden_Live;Twitch;Espagne;Just Chatting;Educatif;826;1455;192;0.0;113.1;2.16;10;Espagnol;2013-11-14;2025-12-23;480.0;Non
PhantomCircuit_Live;YouTube;Brésil;Cuisine;Competitif;269;578;168;362.2;72.6;6.97;22;Portugais;2019-12-17;2025-09-12;782.2;Oui
DriftBeaconHQ2;Twitch;Italie;Musique;Competitif;402;843;127;141.0;49.7;6.87;11;Italien;2023-09-16;2025-05-16;458.5;Oui
RapidGlyphHQ;TikTok;Belgique;Horreur;Educatif;454;1246;84;96.76;94.1;3.12;17;Néerlandais;2020-03-11;2025-08-18;306.76;Non
UrbanShard_Live;TikTok;Royaume-Uni;Just Chatting;Chill;318;1097;41;27.12;56.7;4.67;15;Anglais;2022-04-01;2025-01-14;129.62;Non
VelvetPulseTV;YouTube;Espagne;Cuisine;Esport;633;1329;254;302.57;43.9;6.52;9;Espagnol;2015-03-06;2025-10-28;937.57;Non
DriftOrbitFR;Twitch;Royaume-Uni;Creation;Chill;148;357;105;69.51;83.5;3.51;20;Anglais;2021-08-18;2025-07-29;332.01;Oui
DriftWarden_Live;Twitch;Belgique;Horreur;Communautaire;532;1319;160;245.8;109.2;2.69;6;Néerlandais;2022-07-16;2025-07-25;645.8;Non
VelvetCasterX57;Twitch;Suisse;Cuisine;Humoristique;667;2256;84;125.44;34.2;3.07;5;Italien;2016-11-14;2025-09-19;335.44;Oui
CrimsonForge_;TikTok;Espagne;IRL;Competitif;1494;2648;1123;1538.49;60.9;3.08;5;Espagnol;2019-07-17;2025-12-02;4345.99;Non
GoldenGuardianYT;Twitch;États-Unis;Just Chatting;Esport;422;789;355;935.4;86.3;2.89;5;Anglais;2017-08-31;2025-02-24;1822.9;Oui
VelvetGuardianX;YouTube;Canada;Sport;Esport;204;666;56;137.57;81.2;4.42;13;Anglais;2014-03-10;2025-08-16;277.57;Non
MysticHorizonFR;YouTube;Italie;Sport;Chill;132;282;81;148.58;94.5;5.36;18;Italien;2015-12-18;2025-07-28;351.08;Oui
VelvetOrbit_65;YouTube;Canada;FPS;Esport;713;1798;248;215.8;85.4;4.89;26;Anglais;2016-04-18;2025-12-31;835.8;Oui
TurboSageX64;YouTube;Suisse;Musique;Communautaire;2014;4176;706;768.88;47.7;2.06;8;Allemand;2020-03-18;2025-09-28;2533.88;Non
LunarBeacon;YouTube;Italie;Creation;Esport;369;887;161;75.54;84.0;5.5;5;Italien;2014-07-20;2025-10-10;478.04;Oui
VelvetFoxX;YouTube;Italie;FPS;Educatif;216;420;59;138.37;105.9;2.43;13;Italien;2014-05-06;2025-04-25;285.87;Non
HyperGunnerX;TikTok;Royaume-Uni;MMO;Educatif;152;305;7;0.0;78.6;5.69;17;Anglais;2019-01-17;2025-10-03;17.5;Oui
NeoFable_;YouTube;Italie;FPS;Humoristique;80;150;53;80.36;39.0;5.87;19;Italien;2023-03-16;2025-06-20;212.86;Oui
SilverWhisper_Live61;Twitch;Espagne;Musique;Communautaire;700;2056;355;552.45;75.6;6.99;15;Espagnol;2013-03-16;2025-04-28;1439.95;Non
AtomicGuardianYT;Twitch;France;Just Chatting;Chill;371;1099;225;370.35;100.7;3.22;21;Français;2016-05-05;2025-03-26;932.85;Non
UrbanOrbitTV18;TikTok;Espagne;IRL;Chill;1879;5557;984;868.09;88.1;5.66;14;Espagnol;2014-12-28;2025-04-16;3328.09;Oui
EchoBladeLive66;TikTok;Brésil;Sport;Communautaire;233;783;59;160.34;33.0;7.82;26;Portugais;2015-11-26;2025-12-23;307.84;Oui
PrimePulseYT;TikTok;Suisse;Just Chatting;Competitif;258;871;61;111.01;53.4;4.92;7;Allemand;2013-06-05;2025-05-26;263.51;Non
MysticShardHQ59;Twitch;Canada;Sport;Chill;362;1009;166;562.71;65.7;3.89;20;Français;2017-08-12;2025-02-25;977.71;Non
LunarZephyrHQ;Twitch;Espagne;Tech;Competitif;1101;3594;446;40.84;36.3;7.58;7;Espagnol;2022-04-11;2025-10-21;1155.84;Oui
SilentCircuitFR;Twitch;Allemagne;Just Chatting;Chill;232;465;125;41.12;72.6;6.17;17;Allemand;2019-05-06;2025-11-22;353.62;Oui
IronFox_38;TikTok;Espagne;IRL;Educatif;4251;12394;1712;2651.63;33.5;3.99;17;Espagnol;2022-12-22;2025-04-18;6931.63;Non
PhantomMatrix;YouTube;Belgique;Tech;Competitif;193;311;96;32.83;80.8;7.43;15;Néerlandais;2016-05-07;2025-12-30;272.83;Oui
GoldenPixel_TV;Twitch;Royaume-Uni;Creation;Competitif;4365;14515;2896;7194.52;107.3;7.61;15;Anglais;2023-04-24;2025-04-14;14434.52;Oui
RetroHarbor_TV;YouTube;France;Just Chatting;Esport;87;233;38;102.95;43.0;6.59;11;Français;2012-12-06;2025-04-21;197.95;Non
TurboStormHQ;Twitch;Brésil;Musique;Communautaire;774;2665;154;130.89;74.7;5.72;11;Portugais;2016-03-17;2025-05-21;515.89;Non
RapidStormTV;YouTube;Canada;MMO;Esport;245;428;68;205.96;81.6;6.96;24;Français;2019-06-22;2025-10-05;375.96;Non
PhantomKnightX;TikTok;Canada;Horreur;Communautaire;48;119;25;5.19;94.9;2.72;6;Anglais;2016-05-26;2025-06-01;67.69;Non
VelvetCasterX;TikTok;Belgique;Musique;Communautaire;140;438;0;0.0;100.0;4.17;17;Néerlandais;2021-02-26;2025-11-07;0.0;Non
PhantomCasterFR;Twitch;France;Creation;Humoristique;2125;7139;962;290.18;100.6;2.95;8;Français;2013-10-09;2025-07-23;2695.18;Oui
SilentForgeTV44;TikTok;États-Unis;Creation;Educatif;1235;2677;798;1280.03;102.8;4.83;22;Anglais;2016-09-24;2025-05-18;3275.03;Oui
VelvetPixelX;TikTok;Royaume-Uni;MMO;Chill;3782;6531;2134;4657.78;115.1;2.78;9;Anglais;2018-01-21;2025-03-28;9992.78;Oui
TurboRunnerTV45;YouTube;Italie;Cuisine;Humoristique;166;431;87;149.36;90.3;5.76;13;Italien;2020-01-09;2025-05-29;366.86;Non
MysticOrbitTV;TikTok;États-Unis;Creation;Communautaire;714;1132;187;304.45;75.1;3.94;22;Anglais;2012-12-25;2025-07-18;771.95;Oui
BlazingMatrix_Live;TikTok;Royaume-Uni;Creation;Communautaire;164;346;0;0.0;82.2;5.29;21;Anglais;2018-06-22;2025-11-15;0.0;Non
VividQuasarHQ;YouTube;Italie;FPS;Communautaire;77;233;32;58.66;106.0;4.37;9;Italien;2020-03-15;2025-11-02;138.66;Non
DriftBeaconFR85;TikTok;Italie;Creation;Chill;577;921;198;350.7;91.2;2.8;23;Italien;2012-01-08;2025-09-12;845.7;Non
GoldenShard_Live;Twitch;États-Unis;Tech;Chill;677;1690;370;1196.37;34.6;7.73;21;Anglais;2016-12-10;2025-04-16;2121.37;Oui
NovaRunner_Live;YouTube;Canada;Creation;Educatif;521;1775;215;127.55;101.8;4.79;6;Français;2015-01-24;2025-06-30;665.05;Oui
FrozenStorm_Live22;YouTube;Italie;IRL;Competitif;651;1680;347;453.77;39.1;6.67;27;Italien;2020-05-19;2025-04-23;1321.27;Oui
CrimsonGlyph_TV;YouTube;France;Just Chatting;Chill;734;1306;250;542.75;62.2;6.54;21;Français;2015-11-16;2025-09-06;1167.75;Non
DarkBeaconTV;Twitch;États-Unis;Just Chatting;Esport;1100;2040;637;1030.57;38.7;6.03;8;Anglais;2018-12-14;2025-11-28;2623.07;Non
NeoQuasarYT;Twitch;France;IRL;Educatif;128;195;35;73.33;91.0;6.54;27;Français;2014-02-05;2025-01-02;160.83;Non
RapidRift_TV;TikTok;Allemagne;Tech;Chill;5965;10167;1979;3870.6;110.1;4.91;23;Allemand;2019-07-06;2025-02-18;8818.1;Non
DarkWhisper_Live;YouTube;Canada;FPS;Humoristique;218;603;44;36.24;101.0;2.06;11;Français;2017-06-16;2025-11-22;146.24;Oui
RapidGlyphX5;Twitch;Belgique;Musique;Chill;40;135;26;0.0;101.0;2.05;14;Néerlandais;2019-09-06;2025-08-06;65.0;Oui
AtomicHarbor_52;YouTube;États-Unis;Sport;Chill;301;993;49;30.17;98.1;3.2;7;Anglais;2015-07-05;2025-11-04;152.67;Oui
VegaKnightX40;TikTok;Brésil;Cuisine;Educatif;1833;3670;806;430.89;37.5;2.96;18;Portugais;2019-09-29;2025-07-16;2445.89;Non
DriftCircuitFR;TikTok;Suisse;Cuisine;Competitif;210;482;51;74.28;84.9;6.85;21;Italien;2015-05-19;2025-01-18;201.78;Non
GoldenGunnerHQ;Twitch;Belgique;Creation;Communautaire;487;1239;379;0.0;38.5;5.04;16;Néerlandais;2012-01-14;2025-12-19;947.5;Non
VelvetCaster_Live;YouTube;Belgique;MMO;Educatif;388;1316;130;318.05;103.2;2.4;14;Néerlandais;2015-09-02;2025-09-01;643.05;Oui
FrozenSageX;TikTok;Suisse;IRL;Humoristique;596;1954;308;568.29;41.6;6.8;19;Allemand;2020-09-14;2025-05-24;1338.29;Oui
VegaRift_Live93;Twitch;Suisse;Musique;Humoristique;144;312;92;211.46;32.6;6.86;28;Français;2016-06-13;2025-11-16;441.46;Non
GoldenStorm;TikTok;Allemagne;Horreur;Competitif;1104;3498;720;1380.73;68.9;5.76;14;Allemand;2017-08-02;2025-09-09;3180.73;Oui
VelvetShardYT47;TikTok;Canada;IRL;Competitif;2057;4137;978;1252.76;109.5;6.28;10;Français;2015-02-06;2025-06-06;3697.76;Oui
FrozenHarborLive;TikTok;Espagne;Cuisine;Chill;400;1341;158;154.94;36.5;4.42;24;Espagnol;2020-11-19;2025-10-29;549.94;Oui
PhantomBeaconHQ38;TikTok;Brésil;Creation;Humoristique;2428;8068;1115;1778.13;52.7;4.23;16;Portugais;2023-10-01;2025-03-27;4565.63;Non
DriftHorizon;Twitch;Suisse;Just Chatting;Competitif;618;1030;615;226.49;107.0;4.58;23;Italien;2023-09-18;2025-12-12;1763.99;Oui
TurboDrake49;YouTube;Brésil;Musique;Chill;159;288;19;24.08;60.5;7.58;10;Portugais;2021-12-03;2025-05-19;71.58;Non
UrbanFable_73;Twitch;Espagne;IRL;Humoristique;528;1252;162;155.56;57.0;3.78;14;Espagnol;2021-05-04;2025-06-11;560.56;Non
IronDrake_TV;YouTube;Espagne;Tech;Chill;471;852;141;255.23;36.3;4.37;13;Espagnol;2012-08-09;2025-08-13;607.73;Oui
RetroZephyrHQ;Twitch;États-Unis;Tech;Chill;1374;2900;735;1750.04;111.0;7.36;27;Anglais;2022-10-12;2025-09-28;3587.54;Oui
PrimeBeacon;TikTok;Suisse;Horreur;Educatif;1332;3229;608;815.55;73.0;4.28;28;Français;2022-10-19;2025-04-05;2335.55;Non
UrbanGlyph_50;TikTok;Espagne;IRL;Competitif;172;523;55;53.7;45.9;3.54;20;Espagnol;2023-01-09;2025-11-24;191.2;Non
VividCircuit;TikTok;Canada;Cuisine;Chill;902;2742;423;929.23;117.1;2.64;28;Français;2018-04-09;2025-10-26;1986.73;Non
RogueSpecterLive66;TikTok;Belgique;Creation;Humoristique;112;268;76;81.55;81.1;7.06;26;Néerlandais;2012-10-31;2025-07-28;271.55;Oui
IronForgeFR62;TikTok;France;Just Chatting;Chill;120;222;37;147.4;71.2;4.41;7;Français;2021-07-16;2025-08-30;239.9;Oui
HyperFoxTV;YouTube;Royaume-Uni;IRL;Chill;263;469;88;115.09;101.2;7.62;21;Anglais;2015-08-01;2025-05-22;335.09;Non
RapidCircuitX;TikTok;Suisse;MMO;Esport;342;563;83;136.39;114.6;4.08;17;Français;2019-02-09;2025-02-05;343.89;Oui
RogueSpecter67;TikTok;France;Horreur;Communautaire;1317;2042;609;236.8;53.7;4.13;9;Français;2018-09-18;2025-08-26;1759.3;Non
RogueMatrixTV;Twitch;Canada;Tech;Competitif;276;418;79;122.68;67.8;5.49;9;Anglais;2014-10-25;2025-09-09;320.18;Oui
AeroStormLive;Twitch;Allemagne;MMO;Communautaire;1743;4008;645;910.64;99.1;6.04;7;Allemand;2020-09-06;2025-12-20;2523.14;Oui
RogueMatrixLive;TikTok;Belgique;Musique;Communautaire;2850;9617;1639;3399.42;59.5;7.18;16;Français;2018-12-26;2025-07-04;7496.92;Non
DriftHorizonHQ;Twitch;Espagne;FPS;Humoristique;3477;6738;1731;0.0;79.6;7.03;16;Espagnol;2013-04-13;2025-05-23;4327.5;Non
VegaFoxX;YouTube;Brésil;Cuisine;Chill;1008;3102;82;160.06;97.2;7.69;28;Portugais;2023-07-08;2025-01-23;365.06;Non
VividSage_TV;TikTok;Royaume-Uni;IRL;Humoristique;61;160;18;20.45;87.7;3.27;25;Anglais;2023-06-21;2025-05-07;65.45;Oui
SilverFableX;Twitch;Belgique;Cuisine;Communautaire;172;311;56;141.82;63.7;4.93;10;Français;2020-10-03;2025-07-26;281.82;Oui
TurboForgeFR;Twitch;Royaume-Uni;IRL;Humoristique;183;333;93;49.69;78.5;6.0;27;Anglais;2023-05-07;2025-11-07;282.19;Non
AtomicStorm_TV;TikTok;Belgique;Horreur;Communautaire;327;1086;151;76.02;110.0;7.16;23;Français;2020-03-15;2025-05-13;453.52;Oui
VelvetWardenX99;YouTube;Suisse;MMO;Competitif;95;326;47;123.28;102.3;6.44;7;Allemand;2020-06-22;2025-07-18;240.78;Non
TurboGunner58;Twitch;France;Tech;Humoristique;369;763;113;187.09;47.7;4.8;14;Français;2015-03-06;2025-08-09;469.59;Non
GoldenGunnerTV;YouTube;Belgique;IRL;Humoristique;428;1110;191;0.0;99.9;6.87;17;Néerlandais;2020-12-12;2025-10-15;477.5;Oui
FrozenVortex_TV98;YouTube;France;Sport;Educatif;124;407;28;46.22;112.8;5.58;17;Français;2023-01-24;2025-08-08;116.22;Non
DriftCaster_Live;TikTok;Canada;Creation;Educatif;494;768;260;456.97;99.6;7.83;20;Français;2018-05-17;2025-11-18;1106.97;Non
CrimsonGlyph_;Twitch;Canada;Horreur;Communautaire;96;187;66;182.95;70.7;7.53;28;Anglais;2015-01-01;2025-09-12;347.95;Oui
NovaForgeHQ;TikTok;Italie;Just Chatting;Educatif;101;154;47;42.52;104.1;7.39;18;Italien;2015-06-03;2025-02-24;160.02;Non
RapidGlyphTV12;TikTok;Royaume-Uni;MMO;Humoristique;470;979;287;1041.84;63.5;4.35;22;Anglais;2021-07-03;2025-10-15;1759.34;Non
RuneBeaconLive78;TikTok;Brésil;MMO;Humoristique;921;2904;422;489.6;105.8;6.13;5;Portugais;2018-10-23;2025-07-11;1544.6;Non
SolarCasterLive;TikTok;Allemagne;Tech;Communautaire;492;1614;330;480.25;61.8;4.08;28;Allemand;2019-09-05;2025-11-21;1305.25;Non
TurboGunnerFR;TikTok;Canada;MMO;Chill;152;445;11;22.14;82.0;5.57;20;Anglais;2021-07-08;2025-02-12;49.64;Oui
DarkPulseHQ;Twitch;Allemagne;Cuisine;Competitif;529;1480;143;361.22;41.3;6.74;12;Allemand;2014-01-09;2025-07-21;718.72;Non
VegaHarborX10;YouTube;Brésil;MMO;Educatif;253;773;94;139.43;74.9;7.83;23;Portugais;2020-08-06;2025-07-07;374.43;Non
LunarDrake;TikTok;Allemagne;Sport;Competitif;274;572;122;323.48;107.3;2.66;7;Allemand;2012-11-15;2025-10-25;628.48;Non
FrozenOrbitHQ70;YouTube;États-Unis;IRL;Chill;114;195;56;93.64;87.0;7.43;24;Anglais;2019-02-02;2025-08-03;233.64;Oui
